Annie Hall,https://www.youtube.com/watch?v=OqVgCfZX-yE,http://assets.flicks.co.nz/images/movies/poster/2e/2e6d9c6052e99fcdfa61d9b9da273ca2_500x735.jpg,1977
Citizen Kane,https://www.youtube.com/watch?v=YXIr1P9Fm5A,https://cinemafanatic.files.wordpress.com/2010/10/citizen_kane_poster.jpg,1941
Dr. Strangelove,https://www.youtube.com/watch?v=KdJS1iatxmY,http://1.bp.blogspot.com/-pokwbetWd4A/UlCNyWVH0TI/AAAAAAAAAHg/cezTFeDva7w/s1600/dr-strangelove.jpg,1964
Once Upon a Time in America,https://www.youtube.com/watch?v=LcpCRyNo8T8,http://www.impawards.com/1984/posters/once_upon_a_time_in_america_ver1.jpg,1984
Fargo,https://www.youtube.com/watch?v=h2tY82z3xXU,https://9to5toys.files.wordpress.com/2015/06/936full-fargo-poster.jpg,1996
The Third Man,https://www.youtube.com/watch?v=F-QWLAndD1E,http://www.soundonsight.org/wp-content/uploads/2012/01/the-third-man-box-cover-poster.jpg,1949
